pg	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE01	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB05	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB11	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA12	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB03	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB08	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB01	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE03	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA10	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB02	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA04	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC07	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC12	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC04	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD06	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC08	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE11	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB06	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD07	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC02	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE06	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC06	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC05	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD01	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA07	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB12	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB10R1	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE10	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD04	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA08	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD10	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD12	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA03	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB10R2	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC10	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB07	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD11	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA06	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC01	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD08	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA05	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE05	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD05	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA11	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB09	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE07	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD03	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD02	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA01	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC09	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE08	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE02	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA02	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE12	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE04	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE09	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC11	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB04	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC03	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA09	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampled09
P13796;P13797;Q5TBN3;U3KQI3;P13797-2;P13797-3	22053362.357898	18092984.376197	14510715.960798	18687562.712010	17858472.402519	17422743.004469	48289107.198607	31624464.527142	37048314.362540	20118433.995870	20312626.622435	27517762.740226	16750690.012431	16147498.371915	21166673.119286	20946723.138984	29053256.812650	30933645.972804	19191806.472121	28686997.518052	32630786.711122	19562332.585074	14797731.982457	28856076.303872	43418697.343872	20773585.346103	25588223.440705	14533601.591717	27996647.501109	36654269.864363	42249366.030747	20712895.888980	16195688.929787	23942008.158380	24349681.711492	25014046.149234	27596456.929703	20622480.258238	27624454.764527	33488759.387610	19987573.492016	16389026.935035	38700758.783653	21277217.322179	20489505.959666	19427433.760430	27097929.513798	22561130.511545	0.000000	50896565.416352	21059542.959642	26222964.404269	27077874.686715	18036429.792386	19512068.188783	19196348.772173	15944040.655772	12259428.268145	17853231.705004	0.000000	21726576.314393
P13796;Q5TBN3	0.000000	11142094.143736	10355540.728846	13625537.580035	18296068.095652	24198711.767699	36947636.532201	30106197.032699	26780659.002074	27739031.147590	13255408.869598	23802564.179683	23986323.507380	21192902.940570	22686926.444137	21387879.019711	31277757.484801	21709341.158126	30129610.060766	21348074.735731	20648963.873921	30629479.752365	21659859.121705	32154522.090301	25097746.124006	13684733.571156	29625205.459632	16462900.073953	19346331.063981	29211698.165795	21544136.607582	18094222.009478	17477136.215976	25516157.916448	20626808.619312	20234301.319590	29539320.134318	19591779.865510	13693927.506587	0.000000	13914899.196543	19493857.690890	19939478.113359	19348991.282762	15326974.074532	27761777.749431	14078031.731684	21321758.238752	0.000000	52188195.009771	25810009.256381	43821091.574515	15690321.715524	16482674.706990	18126880.903284	20169586.797196	14348690.639077	14255472.554117	13591515.727775	0.000000	35096571.114763
P13797;P13797-2;P13797-3	15279621.984904	3683860.354537	7644094.758495	11539978.931648	8716086.607563	3159702.106208	20461793.833598	17711078.479432	10128707.800734	3753950.263313	9296727.091969	14762603.920708	8537599.728689	5753018.510790	9186776.147357	14053848.349217	17221041.589309	10209224.207089	15447476.523638	12764195.637955	27333651.803534	11096281.240500	16319239.564068	11605432.008403	16348456.975836	7740932.860695	24431273.386919	10905339.460932	7294708.438914	6636275.590962	19668587.677462	15303295.419335	13745632.347770	22096330.507229	16034860.671445	17379752.012361	14826975.109767	15477158.759868	3121482.558579	15654673.728359	10918106.556155	11856798.659208	11798379.170774	13047144.527588	17653383.586177	22558991.704256	14874252.780055	10894704.418111	0.000000	9561689.173718	7099743.164502	7834853.346306	24454734.397085	13438062.924627	10597986.332797	8331493.257358	13576870.862024	1235755.764350	15234781.574027	0.000000	11506812.850791
P13987;P13987-2;A0A2U3TZL5;E9PNW4	1417065667.155466	2352028607.350318	1931914297.860194	1670179776.274450	2837711911.836002	1971669329.424832	1201239878.562865	1362583074.081374	1258451481.384383	1957472512.162649	1621542154.971301	1307656562.171361	1584517113.793291	2040163013.646175	1416717245.558458	1133709543.958348	1594943809.750575	1453394768.949552	1382773970.794266	1212586302.895564	1915573497.679887	1519303964.433686	1659640784.393443	1160140850.580667	1534123141.068936	1910371163.385926	2378039766.893375	1606587804.841017	1546749804.202529	1384548393.047281	1422601298.751117	1450526889.447449	1432528696.633021	1818841413.528078	1182106096.318161	1611067238.579353	1195333906.656213	1271396816.700223	1573563483.467129	1207192586.862968	1549537489.782512	1528486946.241512	1862299365.097956	2094162856.315534	1350402499.054776	1430015793.449644	1242821779.537002	1261536549.740785	0.000000	847173079.806129	1763774683.982968	1633354419.901591	1709238112.912594	1468925982.438036	1711517447.376530	1932483953.346735	1661451959.569113	2203677909.313718	1936366163.835717	0.000000	1388026996.245328
P14136;A0A1W2PP21;A0A1W2PPA3;A0A1W2PPL2;A0A1W2PQS4;A0A1W2PR46;A0A1W2PRT3;A0A1X7SBR3;K7EPI4	32098899.068916	41406909.670171	12627332.003498	22058703.120505	22862055.275172	44776174.017968	0.000000	73309620.934708	33601590.501052	65409207.108870	20494088.666946	16558429.602454	30673910.733640	20697215.076891	19606949.082858	28897848.382232	20551609.978067	38065601.273810	11487977.508204	25268757.892682	27103022.782731	9146055.833556	79064936.696709	20568680.285321	74945998.554302	7756913.117422	23486886.564866	33612031.708082	27297317.182272	41450398.410657	46113611.392890	19810971.147353	26961391.194103	25990375.189807	20979624.977058	65291187.810366	40873078.438946	18664801.196163	16566246.697614	54020323.759125	17066755.573637	19558845.438483	40157001.916908	28272197.348378	35310588.685403	17985024.500953	33702583.921327	15220002.168893	0.000000	13013256.946707	19102679.770126	21242565.606900	43130187.272926	53435662.284614	15764268.878543	0.000000	34646266.686661	43231976.121765	30124488.596136	0.000000	39417027.443654
P14151;P14151-2	42521050.650850	46448991.117223	37828715.642975	37077634.976458	86633324.887555	69454893.230848	45578609.661774	34122196.281065	55744700.938363	82887670.366699	28101457.768359	67527028.389973	41426086.445313	38588531.244409	36473062.527992	56881589.913441	83288396.819519	93602421.400935	21423611.737635	40133342.450798	28983333.291084	41603971.415324	25068651.334283	54058205.056035	26143533.506929	48094678.954070	32038916.221362	49869828.798749	49301074.621866	66452399.912498	35667415.693601	45155822.258103	22479829.875717	32888195.858616	52831145.305357	50612685.916976	41716054.246976	26641720.802291	52095245.740374	30098780.415967	22905506.854121	31943668.325066	79757874.710540	46958574.359007	45151583.806152	32824167.851706	60709310.345817	52170992.990475	0.000000	278227204.993692	40934955.931809	115737922.495273	50756889.200023	85170933.306787	31652463.610580	40909365.640636	24290050.808808	101198074.732888	40058598.635855	0.000000	57256799.722398
P14151;P16109;P16581;F6VVT6;P14151-2;Q5R341;Q5R342;Q5R345;Q5R349;Q5TI72;Q5TI73;Q5TI74;Q5TI75	166812065.781813	90649883.570549	55853184.848147	69966352.942626	214393803.797690	95224885.282674	148084549.530593	122890418.257140	157504934.809262	171211920.793844	76348898.164212	165727473.663972	102641655.522976	64046966.473182	79263351.359461	145627774.336383	149265274.050599	166320111.229400	109964863.054740	113782217.069089	105719379.689395	120067129.720689	78739662.111823	195859313.192642	95367126.055186	51892159.587015	73112921.959821	125947327.342411	86111880.976376	161642206.688702	166934067.768505	110067259.354605	92974475.749535	80146072.681031	95221486.197756	115405986.248404	195346506.929770	115340855.033999	101850739.014101	93102153.335574	79829669.599448	139953797.622624	149029442.341802	143926767.288226	117425079.226413	171234557.761575	185453020.945974	120964316.314629	0.000000	264784579.300995	149872139.726972	121867401.432192	90614895.352895	68676172.564203	66799677.946457	87322528.387314	95069658.396011	67832824.070447	108853549.758314	0.000000	107127763.787821
P14174	382169329.267777	168247810.793506	331157687.918099	315493066.912269	329805419.781928	246064459.396446	480616180.156656	433678826.740389	312973440.431701	155552117.662773	343426856.221304	242129369.862174	144073424.149556	322109624.377295	265114315.303987	136980651.996996	172453507.119220	29675363.579336	454001657.830633	201086283.639856	381437914.306196	251853144.407703	434642559.369353	116725056.199603	191336700.757231	285137161.737254	265963885.010456	440269237.025453	206880530.098800	200570398.395734	493444296.572475	246664094.228086	388744055.008184	247763237.155449	344588422.808590	607170055.655928	223906650.436998	332582767.737726	125830214.758459	515369291.982094	368019444.168724	457582836.369073	230968367.082979	382731081.002851	576855492.412569	341890667.941447	229414464.356818	89200712.955822	0.000000	116145795.583206	346353711.659552	100236552.530507	280562009.029826	394114046.568715	368239429.899741	344958545.224680	411061052.960454	222037720.806256	251050640.143478	0.000000	238882346.509623
P14209;P14209-2;P14209-3;A0A096LP69;A8MQT7	687093605.514521	236088374.118794	1184727261.523250	236936379.554190	454798933.240716	356679816.814428	699128560.964972	223292402.128414	200459623.623416	611656217.803143	147796345.749560	255240409.581991	638090025.813103	530779295.226088	180633089.451636	448057959.569627	427444757.531687	694481906.101995	272870058.616334	169041578.826806	454690115.026543	184508167.542373	260241820.079039	372485169.840926	570822804.704918	530253259.204382	193394940.540048	617867277.724887	407623027.190960	622677641.541618	614399646.992296	222079447.785857	437855714.247703	207680488.310938	748585808.275467	302392975.236227	392335636.192496	366871587.968729	614576749.854696	773432503.177635	157215855.475911	510119204.616580	510053116.228561	225079031.329664	655381160.394391	452678376.243102	571841762.375237	24880252.504901	0.000000	377397485.866712	232956546.125558	560688079.797624	389328407.028692	393301598.836676	709565239.991308	488766375.368249	281832743.998059	767025401.847139	357471967.590126	0.000000	226748315.189107
P14209;P14209-3	4617894.667083	0.000000	2941509.368955	3552400.913219	0.000000	0.000000	2118053.169911	53453742.165552	6038605.070875	5042592.008293	0.000000	13565060.565396	6401777.114562	23620190.676012	1084282.818147	7412318.802506	4429811.583357	5705373.764214	4713077.713811	1159254.749778	4163801.555295	5031976.515514	0.000000	4045011.287689	3233161.133745	0.000000	3043899.489367	3404274.249044	5612856.318265	6301981.492416	2214940.931172	1464735.365680	3953136.643503	2539085.159270	4677205.776386	1797722.517868	4208263.235728	10923459.392402	3869784.616319	2997134.361888	0.000000	4626021.719960	3742373.320836	4281272.178885	4257396.542967	6442506.108637	2199399.509674	5943087.814614	0.000000	5415224.635272	13013839.837638	12377337.169064	6158127.621664	3338086.248169	11151161.563678	4000184.899636	3099362.042885	0.000000	2333513.141100	0.000000	5970154.452099
P14209;P14209-3;A0A096LP69	36837911.349427	15113847.627841	29102045.119443	16484448.109389	23058755.438712	20616349.808687	25730910.600456	36774555.342797	16432769.368759	35673722.505260	0.000000	18570651.848028	24875637.811448	27984476.923419	18333074.986589	12432130.683642	26892398.285144	28643344.014347	18287250.444441	16373999.079612	20768233.675005	15895109.199650	7671194.814395	31040246.753611	10707922.485314	0.000000	15993592.783181	26355877.135550	32338966.107808	24550388.609066	15048449.829237	18084090.980275	38475324.613737	26673042.489375	33214549.567380	17353940.670282	0.000000	19144901.424950	21562954.286501	11393458.381468	5754059.279181	31896012.922801	18455323.536671	27138805.446119	14564533.566708	22916706.179780	0.000000	28579493.088922	0.000000	20269412.690661	22526560.590966	26943074.473301	41892843.404760	15854938.293468	16957425.162583	35637142.569719	19582001.198010	9064463.539897	26460932.765029	0.000000	23242948.137198
P14314;K7ELL7;P14314-2	44172102.915366	46654116.523761	63574067.856846	47533974.423835	41567463.058033	62120824.105054	49551539.798883	54752585.091247	51097235.075562	57084541.498432	78094135.977664	58604929.551095	50480701.278701	60253930.824403	46612870.737633	31036809.143211	25565984.891005	44664264.528106	62788724.782598	35400109.012021	64861886.060176	57106356.481158	49088849.125545	28284803.511766	34872600.498607	28786473.686342	53180970.263122	55976666.719586	37393874.461041	20592819.989194	45536867.553350	46388601.679039	70633240.137096	49598598.862932	26786558.453482	59807820.976753	52574522.770163	49220771.161048	20570507.407124	44956982.805939	55154205.872541	59851641.982652	31856239.935192	55369294.493987	58521001.369958	34254629.216828	42275478.351929	37658953.861169	0.000000	23535040.269467	68144133.710995	35619960.501014	62445171.227760	54490666.161092	54258829.634831	74896293.367035	49122478.351540	34874075.862134	43176238.677438	0.000000	22806423.475520
P14314;K7ELL7;P14314-2;A0A0C4DGP4	64903795.329804	63940108.591277	83006931.532239	67022863.374907	50548992.765663	65725845.828155	47804058.468012	51503530.429095	70857392.109391	55124213.245707	77516510.872495	52846061.778762	42203081.146849	47692261.366010	84712924.465128	51997160.763923	52147445.808922	63811915.398855	75405941.082945	53976330.172451	81866613.937927	64379154.543697	67671320.618627	42374945.719451	47951098.839168	47403099.265625	87558932.579158	62892705.040672	55814133.583438	29529135.745983	49726536.982635	69508496.250366	79141673.039205	83233526.711997	50883439.730748	58139011.144287	43169307.613825	46110121.538637	25713662.222933	38666999.875947	69259356.104884	72120057.454585	60306574.703410	83457650.962136	51614639.158067	53463769.405919	37566837.991816	55973600.591879	0.000000	50696633.780022	67133450.105462	49298567.237421	67437056.550548	47990863.901043	64732150.122045	61260350.281341	74637468.659812	35914630.896719	70389985.122398	0.000000	50999413.455577
P14314;K7ELL7;P14314-2;A0A7I2V2T6;K7EIP3;K7EJ70;K7EKX1;K7EPW7	36311271.038560	32902167.526060	29301624.138799	31630136.252789	35810499.473041	27051347.898778	39530037.450054	39564022.095564	61356134.405710	28972233.239773	60837886.857438	29780984.144219	29853439.061364	37156112.737208	73237981.885517	29995626.154292	31494063.378515	31144884.789304	43200693.900727	57958027.475714	64190795.328704	58067704.528814	44392774.751375	26274902.413158	29827677.294823	38204474.983767	62936517.459781	40205953.956916	28247146.088380	21673405.422166	50191836.149721	37520564.414457	43158849.261804	52058911.183941	18464659.309803	78049990.096207	33076449.803838	29510080.092332	35536859.810374	48378097.853636	50605276.624247	54140332.469038	27143919.760986	61124576.952930	51073346.724662	50779861.711466	35837306.265566	27912222.728231	0.000000	24037144.649985	33960998.750495	20801030.395250	60791736.318122	40684734.061818	33423634.784348	42611894.865793	41355127.164227	28018777.175919	40952941.615712	0.000000	27138680.873777
P14314;K7ELL7;P14314-2;A0A7I2V2T6;K7EJ70;K7EKX1;K7EPW7	128008268.090472	93052929.291747	118743620.266506	100332230.154020	75554730.559183	103620205.990642	133607831.569631	39393363.789132	66009559.925518	121513615.760298	85384305.298750	79042651.311771	129156408.582023	119573518.489426	131317945.574824	84925426.347820	112020637.170414	86514352.449083	103427088.328567	101481915.359735	134607978.967207	120692270.148890	127502913.191135	56145919.455022	141173424.822704	107450882.775940	89111795.897532	121680967.451743	99118487.094097	50808219.654866	118545666.881050	95699677.351071	115770756.086354	119077845.760596	73869895.352066	174140818.275991	78521977.380743	95692718.894566	105549276.150507	112612371.059054	121588340.935405	83347498.946094	93038413.734115	84772193.497495	178566047.389365	62305771.385164	81464867.438562	70943724.432561	0.000000	57840626.053399	133673380.842928	101362577.367940	83506105.049181	207178500.164272	110624684.269506	103706822.070285	140037267.791973	113075449.725477	69955159.822959	0.000000	71080982.122630
P14314;K7ELL7;P14314-2;A0A7I2V2T6;K7EPW7	84401851.675986	75813320.131336	181221725.131838	153376262.956077	162521484.229425	131929149.855733	170697362.047244	139168954.644759	162167986.051201	183780212.777240	182036715.302973	116828803.704423	215436952.856410	170622905.728786	113357200.559643	133583166.512515	176318070.516612	161741039.509784	151527644.594266	143793505.541843	149066357.412714	189895720.768908	140602033.496272	182769328.534790	134345803.870532	166015480.732714	156092682.456377	105190193.334561	169400622.508154	98099064.051211	94194682.707989	181440361.542787	188157628.960837	165424366.042901	82928215.303329	180155828.651724	81967915.122417	178357088.260129	98669163.704980	109398370.207558	96426936.245253	144341480.712959	158854901.762612	162815470.698102	166193138.796451	176296859.199540	78970615.814435	165828585.100293	0.000000	122746284.024882	249819634.418890	162772425.591019	169840377.961217	187863578.040510	90706388.865778	145863108.918553	152836617.284839	122443843.525506	136059255.991996	0.000000	115650875.048190
P14324;A0A087WVN4;A0A087X1D8;P14324-2;A0A087WTP2	0.000000	4810134.236664	4395689.370698	7512883.452906	2791368.134842	4951956.946679	4341928.106856	3903611.645128	5825213.104468	5887695.795886	8424242.277653	0.000000	3371631.094943	7257652.123394	5371835.600926	10847632.331874	6057300.096249	4438816.930126	4864757.263028	3221440.856192	0.000000	0.000000	7055781.128137	6232358.623057	8240415.563714	2456191.544398	5220941.099805	7299820.091642	4294310.899560	4530698.193008	4643387.398884	6271222.057259	4778619.240601	5890381.876542	7433330.481271	8089103.840802	0.000000	11097452.580789	1612595.470273	7492569.037413	9378125.980739	0.000000	2911455.426618	5808609.578129	7479850.986099	11823141.582743	0.000000	4364384.816421	0.000000	6427159.732218	5420884.149502	0.000000	6865740.096472	5297437.026603	5927622.195973	6535777.540092	7085507.438830	3101104.402164	6146879.006299	0.000000	6512919.545431
P14384;F8VVI6;F8W111	7396918.952523	10208422.995346	7063208.424272	10266540.848731	5409678.232039	8139091.324694	13659918.903697	7729833.133243	10796480.007084	6577539.900615	11251415.724786	15070526.003679	15084798.585625	8086289.522004	13580634.287224	9861721.788699	6470640.010487	6803409.671365	15304400.878728	13737795.537060	10107861.407897	21158417.455232	12329759.492222	15668249.084602	17278023.320294	6980623.468954	8580731.528960	3600834.209503	11406794.100793	5554728.739588	9620583.848214	7015011.700944	17577499.994051	6324131.715942	15814258.658368	14917176.836488	10975818.244229	11323612.572313	12861064.520495	12154350.607245	8191707.223232	8404860.866408	6215981.621261	6905866.514116	13372765.307177	8401283.614650	31157045.747202	9359457.409012	0.000000	0.000000	11886645.381552	9892591.644920	8584668.923679	21807756.282598	5118199.282757	1341464.407069	25477466.771862	3198667.173726	7284730.084333	0.000000	15312253.506209
P14415;I3L3J8	36561227.517983	36296628.225254	54794818.825779	49383281.274861	47722640.456735	69232134.470233	24405068.670934	22161960.400289	30584475.921825	50305563.103397	40489464.551107	34794275.566592	35000044.225557	50883079.938084	49283947.204066	31746221.270819	52320340.413626	40299665.034790	48310279.339339	56060890.224152	72056740.972927	68621954.693575	53093171.807111	28399245.669524	37376734.437805	37080242.006235	46547299.115416	53295995.032835	27446497.089627	32773268.393441	25969677.608270	45735077.997860	38810898.072782	53645779.949569	30704478.965876	50133337.765566	31563963.485677	26188857.439374	37595091.327627	31273449.943716	40787109.667296	41414596.648675	28759663.754347	41339434.131235	29296546.646933	58491238.819843	31331097.701935	32592481.739935	0.000000	25099366.204374	35306033.000358	30794647.648896	46609556.584297	32389731.844738	31740303.935003	45152669.159098	50929854.882300	59137313.455604	41903558.919947	0.000000	46083650.844951
P14543;P14543-2	790568743.092146	507011991.100126	597380962.243265	520592813.655814	528305614.813566	583371276.383811	539272642.774062	655355720.411030	736450400.989671	635392538.666847	672270733.213947	599143189.399271	570783290.566813	549522060.767679	1020598122.863061	773669397.974963	552676133.058936	615182078.249457	811858682.169353	800677095.501470	931335555.438665	627822235.714009	931080712.475013	587449230.271123	894089526.271034	509564893.188009	810138874.249562	622214863.407195	640778020.551885	732368566.328474	698123312.827588	647820723.897300	515679246.312157	787822584.082350	601447106.664387	640007572.570737	874817679.905295	624734682.002643	572110694.380365	726160498.716607	931589236.524430	584540132.837199	930202223.888998	862480435.413802	834965109.371755	711632659.157019	790329430.845122	642379448.001401	0.000000	544775332.021844	639189035.891781	578099769.806783	776113765.839702	539911831.631224	571217360.518530	515130716.804987	846980426.555110	602413202.560914	937902929.352225	0.000000	865467381.827519
P14618-2;A0A804F6T5;A0A804F729;H3BTN5	437878780.640204	678996043.108890	452623227.661161	723806668.776854	529315297.493704	453163906.527055	744616690.653867	439196617.303601	764183033.708786	328636319.000287	969550045.388608	640723133.198277	399183327.968988	704404717.388163	410570053.298708	613466919.071579	1006927863.582501	520026137.021928	603215113.762325	492770193.223574	636753345.209142	532211942.683155	768708406.944948	379089628.283790	465052664.859306	871366590.841824	857732055.075258	755755402.621242	439325540.551733	402914431.236569	493677233.348639	475657137.564876	817614046.777593	719424827.351795	448365411.298466	1021801342.191389	390206916.092507	1387616329.925430	445892100.388999	661083617.386422	881905040.234281	399229244.827483	550866440.628954	483169009.469220	776981500.030871	665091651.154250	555607474.922889	475364182.032732	0.000000	446682733.266874	615192819.847218	406117866.560011	892960442.907383	721139857.739211	407907047.219856	639948520.903335	436479485.304368	522098292.718907	562900564.816337	0.000000	697095150.003684
P14618;A0A8V8TNX9;P14618-3;B4DNK4	8365220.058243	0.000000	6082931.695876	4672002.168841	0.000000	6184873.484253	10761695.719033	2702827.018167	5512094.671392	2044302.286753	5559563.937449	9427912.933494	3571562.678319	2009748.797168	0.000000	10681551.926343	9082936.747044	2129669.467802	8087349.279780	0.000000	7971177.735519	6258193.167245	7272529.453634	5227937.419793	11781572.413156	3654057.067114	14420144.254030	7674024.265318	4066152.807843	3992481.718936	6122352.492491	7164481.171686	4796702.481047	8260856.154277	5826390.903739	4007134.860983	8228504.781681	12904805.219077	0.000000	7427965.852309	12929721.384919	1161678.843407	7674988.160013	9046731.996067	9416079.193850	9723084.037816	10633406.583950	0.000000	0.000000	10544915.328629	6168924.682803	0.000000	9698511.378907	2413118.524579	3337896.553598	6689867.562428	5925357.169011	0.000000	7130793.052201	0.000000	6699922.457988
P14618;P14618-2;A0A804F6T5;A0A804F729;A0A8V8TNX9;H3BTN5;A0A8V8TMM5;B4DNK4;H3BQ34;H3BT25;H3BTJ2;H3BU13;H3BUW1;H3BN34;H3BQZ3	118479991.308411	343256852.267617	346432241.430103	329101760.596011	253274077.333690	249415858.688631	323097614.757468	176252693.069895	246831274.209865	234134276.924584	423059716.647106	299170938.615913	198031040.620090	376784451.879488	176397457.277298	100913818.451247	304513783.113490	203370987.747636	386117686.924328	160230027.596210	219962532.881973	333834512.154445	324948220.211486	207138195.370854	213381984.525367	442809979.505751	291099187.059034	323326225.522311	193830434.146884	162195320.876008	223860913.502283	197378896.949026	387278719.768833	266723588.667168	267458064.612621	440715605.929208	127549587.642047	692893796.045138	160229392.089933	256784270.347698	410451467.895790	102057214.125172	223593229.381899	326110658.580442	399555300.862779	302697903.841914	212011977.962324	120242793.483433	0.000000	80645717.946546	333145829.005606	113226515.149640	358994313.187641	355851945.184202	208803851.394826	386270349.388686	220064047.802445	163071282.332105	268209455.556635	0.000000	247724089.650760
P14618;P14618-2;A0A804F6T5;A0A804F729;A0A8V8TNX9;H3BTN5;A0A8V8TMM5;H3BQ34;H3BT25;H3BTJ2;H3BUW1	66771302.110166	90887564.291414	64759255.736026	97888445.302225	78445571.849652	85499032.279251	109219503.196865	34554842.503784	123810931.868281	66289645.303840	115277684.802547	115437669.138795	47228986.833008	106313470.231823	68919991.601712	53215519.252593	141086969.292928	75628348.688693	79131593.487438	84521253.171527	105043478.961518	93866278.278203	99138491.522934	59696295.764216	63149547.419550	122476594.449887	107787039.483615	90327548.602006	54630981.964398	47489767.525471	56805551.008644	50928778.107661	96500176.449021	99096820.546192	62530943.112365	165291511.188808	40374378.672183	208447715.726791	54707740.023819	118003485.060521	142503056.078340	43347379.746083	51043100.586964	90575325.318603	116589532.113412	118537931.342528	56093363.296262	77679902.595353	0.000000	65703314.472268	98727659.426513	75386768.693749	145683546.840386	117924258.964009	75109806.235916	78533879.406314	80405202.884099	90615808.924133	73638278.330009	0.000000	84775963.934686
